experiment_id,num_layers,layer_position,layer_type,fronting_sld,fronting_roughness,backing_sld,backing_roughness,sld,thickness,roughness
s001581,1,1,deposited_layer,2.07e-06,9.42,6.28692e-06,0.0,1.44013e-05,788.4,78.51
s001582,0,0,substrate_interface,4.32e-06,3.81,2.26906e-06,0.0,,,
s001583,2,1,deposited_layer,3.5e-06,2.32,1.2603e-05,0.0,1.18166e-05,723.99,13.85
s001583,2,2,deposited_layer,3.5e-06,2.32,1.2603e-05,0.0,8.45948e-06,144.41,19.21
s001584,2,1,deposited_layer,3.5e-06,2.91,3.41724e-07,0.0,-2.39476e-07,921.68,76.1
s001584,2,2,deposited_layer,3.5e-06,2.91,3.41724e-07,0.0,3.42633e-06,497.45,62.59
s001585,2,1,deposited_layer,0.0,1.81,1.41542e-05,0.0,1.39959e-05,105.94,11.01
s001585,2,2,deposited_layer,0.0,1.81,1.41542e-05,0.0,3.16813e-06,779.85,11.72
s001586,2,1,deposited_layer,2.07e-06,6.89,7.58674e-06,0.0,6.83103e-06,218.23,3.06
s001586,2,2,deposited_layer,2.07e-06,6.89,7.58674e-06,0.0,1.27742e-05,1196.84,232.44
s001587,1,1,deposited_layer,4.32e-06,8.52,3.16761e-06,0.0,2.96281e-06,460.76,49.22
s001588,2,1,deposited_layer,4.32e-06,6.07,8.58325e-07,0.0,7.44119e-06,960.21,100.45
s001588,2,2,deposited_layer,4.32e-06,6.07,8.58325e-07,0.0,5.92523e-06,518.05,128.79
s001589,1,1,deposited_layer,0.0,7.0,1.04478e-05,0.0,9.00983e-06,576.92,81.51
s001590,2,1,deposited_layer,0.0,3.53,8.94503e-06,0.0,4.94177e-06,122.95,3.54
s001590,2,2,deposited_layer,0.0,3.53,8.94503e-06,0.0,5.96513e-06,49.42,7.84
s001591,0,0,substrate_interface,2.07e-06,1.03,2.53422e-06,0.0,,,
s001592,0,0,substrate_interface,4.32e-06,6.28,8.86196e-06,0.0,,,
s001593,2,1,deposited_layer,3.5e-06,9.16,6.81909e-06,0.0,1.34334e-05,986.07,162.42
s001593,2,2,deposited_layer,3.5e-06,9.16,6.81909e-06,0.0,2.64783e-06,380.01,21.8
s001594,1,1,deposited_layer,0.0,8.66,2.95214e-06,0.0,6.30526e-07,587.2,28.84
s001595,0,0,substrate_interface,3.5e-06,6.57,5.55308e-06,0.0,,,
s001596,0,0,substrate_interface,4.32e-06,2.1,6.34568e-06,0.0,,,
s001597,2,1,deposited_layer,4.32e-06,4.24,9.3335e-06,0.0,8.32721e-06,458.08,17.34
s001597,2,2,deposited_layer,4.32e-06,4.24,9.3335e-06,0.0,2.9833e-06,836.68,127.39
s001598,2,1,deposited_layer,4.32e-06,1.38,7.17634e-06,0.0,4.97478e-07,593.14,31.5
s001598,2,2,deposited_layer,4.32e-06,1.38,7.17634e-06,0.0,2.664e-06,410.25,42.16
s001599,1,1,deposited_layer,2.07e-06,3.2,1.20956e-05,0.0,1.01974e-05,628.87,156.74
s001600,0,0,substrate_interface,2.07e-06,9.9,8.43352e-06,0.0,,,
s001601,1,1,deposited_layer,2.07e-06,7.9,1.24004e-05,0.0,-1.87615e-07,1466.03,171.65
s001602,0,0,substrate_interface,2.07e-06,7.84,1.00677e-05,0.0,,,
s001603,0,0,substrate_interface,0.0,8.17,-2.23401e-07,0.0,,,
s001604,1,1,deposited_layer,0.0,5.3,3.38433e-07,0.0,1.27889e-06,751.47,173.88
s001605,1,1,deposited_layer,2.07e-06,5.43,6.66439e-06,0.0,4.29054e-06,727.95,28.06
s001606,0,0,substrate_interface,2.07e-06,8.94,1.11808e-05,0.0,,,
s001607,1,1,deposited_layer,0.0,6.02,5.56918e-06,0.0,8.90327e-06,345.83,85.05
s001608,2,1,deposited_layer,4.32e-06,8.64,5.13702e-06,0.0,1.05724e-05,774.25,13.67
s001608,2,2,deposited_layer,4.32e-06,8.64,5.13702e-06,0.0,3.77081e-06,405.11,91.65
s001609,1,1,deposited_layer,2.07e-06,8.81,6.11664e-06,0.0,6.1474e-06,19.38,2.08
s001610,2,1,deposited_layer,4.32e-06,7.98,2.73829e-06,0.0,6.39957e-06,909.86,75.37
s001610,2,2,deposited_layer,4.32e-06,7.98,2.73829e-06,0.0,1.14701e-05,152.35,2.47
s001611,1,1,deposited_layer,0.0,4.6,5.01137e-06,0.0,7.24388e-07,470.41,63.08
s001612,2,1,deposited_layer,3.5e-06,9.77,1.31689e-05,0.0,1.18027e-05,561.83,123.6
s001612,2,2,deposited_layer,3.5e-06,9.77,1.31689e-05,0.0,3.69878e-06,552.45,88.8
s001613,0,0,substrate_interface,2.07e-06,9.83,7.31876e-06,0.0,,,
s001614,2,1,deposited_layer,2.07e-06,4.24,1.01895e-05,0.0,1.32511e-07,377.58,35.21
s001614,2,2,deposited_layer,2.07e-06,4.24,1.01895e-05,0.0,4.18809e-07,769.51,44.14
s001615,0,0,substrate_interface,2.07e-06,8.02,2.04103e-06,0.0,,,
s001616,2,1,deposited_layer,2.07e-06,9.8,2.5268e-06,0.0,2.63409e-06,686.9,112.41
s001616,2,2,deposited_layer,2.07e-06,9.8,2.5268e-06,0.0,3.51028e-08,651.4,39.89
s001617,0,0,substrate_interface,2.07e-06,8.7,1.98296e-06,0.0,,,
s001618,2,1,deposited_layer,0.0,6.95,4.96249e-06,0.0,8.47932e-06,274.9,12.52
s001618,2,2,deposited_layer,0.0,6.95,4.96249e-06,0.0,3.08246e-07,491.67,47.53
s001619,0,0,substrate_interface,3.5e-06,7.82,6.68364e-06,0.0,,,
s001620,0,0,substrate_interface,0.0,2.71,2.47676e-06,0.0,,,
s001621,2,1,deposited_layer,4.32e-06,3.15,9.88741e-06,0.0,9.90886e-06,515.0,1.22
s001621,2,2,deposited_layer,4.32e-06,3.15,9.88741e-06,0.0,8.63906e-06,186.69,22.14
s001622,2,1,deposited_layer,3.5e-06,8.69,6.05476e-06,0.0,1.17602e-06,247.25,42.71
s001622,2,2,deposited_layer,3.5e-06,8.69,6.05476e-06,0.0,1.08318e-06,1025.24,217.67
s001623,2,1,deposited_layer,2.07e-06,7.17,7.86643e-06,0.0,1.95976e-07,456.82,70.17
s001623,2,2,deposited_layer,2.07e-06,7.17,7.86643e-06,0.0,1.25306e-05,604.67,12.07
s001624,1,1,deposited_layer,3.5e-06,9.17,4.52119e-06,0.0,1.09109e-05,489.52,87.31
s001625,1,1,deposited_layer,2.07e-06,2.29,1.90066e-06,0.0,4.92548e-06,349.47,33.92
s001626,2,1,deposited_layer,3.5e-06,5.35,1.09961e-05,0.0,6.11193e-06,579.85,38.3
s001626,2,2,deposited_layer,3.5e-06,5.35,1.09961e-05,0.0,1.36584e-05,914.52,214.41
s001627,2,1,deposited_layer,2.07e-06,2.64,6.1603e-06,0.0,4.11918e-06,857.57,53.77
s001627,2,2,deposited_layer,2.07e-06,2.64,6.1603e-06,0.0,8.34303e-06,148.51,26.22
s001628,2,1,deposited_layer,4.32e-06,5.38,7.55655e-06,0.0,9.47492e-06,160.28,13.72
s001628,2,2,deposited_layer,4.32e-06,5.38,7.55655e-06,0.0,7.51763e-06,1030.85,6.03
s001629,1,1,deposited_layer,0.0,2.59,4.42133e-06,0.0,6.32431e-06,242.69,21.38
s001630,2,1,deposited_layer,2.07e-06,7.06,7.79179e-07,0.0,8.99747e-06,937.67,180.26
s001630,2,2,deposited_layer,2.07e-06,7.06,7.79179e-07,0.0,7.55728e-06,367.45,1.92
s001631,2,1,deposited_layer,4.32e-06,3.63,4.8833e-07,0.0,1.82289e-06,345.63,77.12
s001631,2,2,deposited_layer,4.32e-06,3.63,4.8833e-07,0.0,1.2564e-05,902.62,211.52
s001632,0,0,substrate_interface,4.32e-06,7.95,8.26549e-06,0.0,,,
s001633,2,1,deposited_layer,2.07e-06,4.7,4.37194e-06,0.0,1.25694e-05,534.97,25.38
s001633,2,2,deposited_layer,2.07e-06,4.7,4.37194e-06,0.0,3.00097e-06,60.16,1.1
s001634,2,1,deposited_layer,2.07e-06,5.08,1.4755e-05,0.0,7.66093e-06,676.05,55.76
s001634,2,2,deposited_layer,2.07e-06,5.08,1.4755e-05,0.0,1.39545e-05,325.35,54.28
s001635,0,0,substrate_interface,4.32e-06,7.76,8.2967e-06,0.0,,,
s001636,1,1,deposited_layer,2.07e-06,1.33,1.48849e-05,0.0,8.67878e-06,626.77,152.76
s001637,1,1,deposited_layer,0.0,1.75,7.11552e-06,0.0,2.9356e-07,1399.06,10.12
s001638,1,1,deposited_layer,0.0,1.4,8.80254e-06,0.0,1.19512e-05,695.65,45.25
s001639,2,1,deposited_layer,0.0,5.03,1.02474e-05,0.0,8.60164e-06,52.26,3.23
s001639,2,2,deposited_layer,0.0,5.03,1.02474e-05,0.0,1.95057e-07,1379.17,329.52
s001640,2,1,deposited_layer,2.07e-06,4.97,1.00667e-05,0.0,4.38611e-06,653.97,32.44
s001640,2,2,deposited_layer,2.07e-06,4.97,1.00667e-05,0.0,1.41028e-05,436.78,27.98
s001641,0,0,substrate_interface,3.5e-06,1.87,-2.2264e-07,0.0,,,
s001642,0,0,substrate_interface,3.5e-06,8.64,1.27729e-05,0.0,,,
s001643,1,1,deposited_layer,4.32e-06,9.48,1.08178e-05,0.0,5.84503e-07,1481.52,234.89
s001644,2,1,deposited_layer,0.0,8.09,1.45386e-05,0.0,5.37887e-06,630.2,101.58
s001644,2,2,deposited_layer,0.0,8.09,1.45386e-05,0.0,2.15023e-06,676.65,8.4
s001645,0,0,substrate_interface,2.07e-06,3.94,8.86898e-06,0.0,,,
s001646,0,0,substrate_interface,4.32e-06,2.48,1.05054e-05,0.0,,,
s001647,1,1,deposited_layer,0.0,9.56,5.65177e-06,0.0,9.47087e-06,387.28,74.92
s001648,0,0,substrate_interface,0.0,4.91,2.36705e-06,0.0,,,
s001649,1,1,deposited_layer,2.07e-06,4.55,1.9505e-06,0.0,1.00029e-05,1428.85,198.45
s001650,0,0,substrate_interface,3.5e-06,8.92,1.10108e-06,0.0,,,
s001651,2,1,deposited_layer,4.32e-06,4.55,1.35166e-05,0.0,7.86026e-07,183.0,8.14
s001651,2,2,deposited_layer,4.32e-06,4.55,1.35166e-05,0.0,2.95267e-06,625.71,54.04
s001652,1,1,deposited_layer,2.07e-06,1.9,6.22017e-06,0.0,1.04482e-05,1078.69,193.26
s001653,2,1,deposited_layer,4.32e-06,7.43,7.13688e-07,0.0,1.41858e-05,718.88,3.66
s001653,2,2,deposited_layer,4.32e-06,7.43,7.13688e-07,0.0,8.00685e-06,296.46,27.77
s001654,0,0,substrate_interface,4.32e-06,5.36,7.31519e-06,0.0,,,
s001655,1,1,deposited_layer,4.32e-06,7.13,6.67293e-06,0.0,6.5532e-06,579.37,9.55
s001656,0,0,substrate_interface,0.0,4.34,3.3941e-06,0.0,,,
s001657,1,1,deposited_layer,4.32e-06,9.3,1.21944e-05,0.0,1.32904e-05,566.77,98.53
s001658,1,1,deposited_layer,4.32e-06,4.28,1.36615e-05,0.0,1.37539e-05,878.71,188.3
s001659,0,0,substrate_interface,4.32e-06,9.56,4.43112e-06,0.0,,,
s001660,0,0,substrate_interface,3.5e-06,7.12,9.07741e-06,0.0,,,
s001661,1,1,deposited_layer,4.32e-06,2.0,1.11061e-05,0.0,1.42403e-05,1104.67,135.85
s001662,0,0,substrate_interface,3.5e-06,7.73,3.84556e-06,0.0,,,
s001663,2,1,deposited_layer,3.5e-06,3.69,1.25762e-05,0.0,6.13423e-07,706.63,40.72
s001663,2,2,deposited_layer,3.5e-06,3.69,1.25762e-05,0.0,3.25989e-06,248.12,14.54
s001664,0,0,substrate_interface,2.07e-06,4.55,1.44253e-05,0.0,,,
s001665,1,1,deposited_layer,0.0,7.14,3.7491e-06,0.0,1.49855e-05,903.66,79.59
s001666,2,1,deposited_layer,0.0,7.91,4.54163e-06,0.0,5.34287e-06,236.24,43.8
s001666,2,2,deposited_layer,0.0,7.91,4.54163e-06,0.0,1.05687e-06,830.38,110.89
s001667,0,0,substrate_interface,4.32e-06,5.96,1.01448e-05,0.0,,,
s001668,0,0,substrate_interface,2.07e-06,6.48,4.24371e-06,0.0,,,
s001669,0,0,substrate_interface,2.07e-06,8.32,7.86769e-06,0.0,,,
s001670,0,0,substrate_interface,2.07e-06,2.79,1.488e-05,0.0,,,
s001671,2,1,deposited_layer,4.32e-06,4.76,8.18744e-06,0.0,7.08233e-06,897.42,205.85
s001671,2,2,deposited_layer,4.32e-06,4.76,8.18744e-06,0.0,-2.82009e-07,448.41,54.34
s001672,1,1,deposited_layer,0.0,7.0,1.20727e-06,0.0,1.45568e-05,503.17,69.26
s001673,0,0,substrate_interface,0.0,7.82,1.14899e-05,0.0,,,
s001674,0,0,substrate_interface,4.32e-06,8.28,1.32108e-05,0.0,,,
s001675,0,0,substrate_interface,0.0,2.06,1.17671e-05,0.0,,,
s001676,0,0,substrate_interface,3.5e-06,5.52,1.14235e-05,0.0,,,
s001677,1,1,deposited_layer,4.32e-06,3.63,8.13054e-06,0.0,-1.45751e-07,1247.64,214.39
s001678,1,1,deposited_layer,3.5e-06,8.68,6.0262e-06,0.0,8.46498e-06,1246.24,234.51
s001679,0,0,substrate_interface,0.0,2.13,6.80719e-06,0.0,,,
s001680,0,0,substrate_interface,3.5e-06,4.97,6.30218e-06,0.0,,,
s001681,2,1,deposited_layer,4.32e-06,8.53,1.37323e-05,0.0,1.5e-05,379.79,24.0
s001681,2,2,deposited_layer,4.32e-06,8.53,1.37323e-05,0.0,4.16154e-06,252.8,27.93
s001682,0,0,substrate_interface,0.0,9.51,8.17509e-06,0.0,,,
s001683,2,1,deposited_layer,2.07e-06,4.34,1.00542e-05,0.0,1.02457e-05,214.48,24.09
s001683,2,2,deposited_layer,2.07e-06,4.34,1.00542e-05,0.0,8.88645e-06,1083.26,179.39
s001684,1,1,deposited_layer,2.07e-06,9.48,1.34978e-05,0.0,1.21576e-05,984.48,131.7
s001685,0,0,substrate_interface,0.0,7.75,2.17826e-06,0.0,,,
s001686,2,1,deposited_layer,4.32e-06,2.47,6.22632e-06,0.0,1.55192e-06,341.88,12.97
s001686,2,2,deposited_layer,4.32e-06,2.47,6.22632e-06,0.0,7.22365e-06,1126.33,43.85
s001687,0,0,substrate_interface,4.32e-06,2.51,5.36252e-06,0.0,,,
s001688,1,1,deposited_layer,0.0,9.03,1.05389e-06,0.0,1.24635e-05,502.35,29.98
s001689,2,1,deposited_layer,2.07e-06,3.45,9.43761e-06,0.0,1.19357e-05,890.95,151.92
s001689,2,2,deposited_layer,2.07e-06,3.45,9.43761e-06,0.0,1.0436e-05,411.83,13.27
s001690,0,0,substrate_interface,2.07e-06,7.99,1.31429e-06,0.0,,,
s001691,1,1,deposited_layer,0.0,4.55,5.73425e-06,0.0,1.45695e-05,681.8,17.6
s001692,2,1,deposited_layer,3.5e-06,6.35,1.19832e-05,0.0,-3.31555e-07,327.15,75.56
s001692,2,2,deposited_layer,3.5e-06,6.35,1.19832e-05,0.0,1.30191e-05,170.99,5.62
s001693,0,0,substrate_interface,3.5e-06,6.47,6.48135e-06,0.0,,,
s001694,2,1,deposited_layer,2.07e-06,6.83,1.10624e-05,0.0,8.66205e-06,554.43,123.7
s001694,2,2,deposited_layer,2.07e-06,6.83,1.10624e-05,0.0,3.07729e-06,738.85,176.02
s001695,0,0,substrate_interface,4.32e-06,1.95,8.39204e-06,0.0,,,
s001696,0,0,substrate_interface,4.32e-06,8.76,1.26558e-05,0.0,,,
s001697,1,1,deposited_layer,4.32e-06,6.06,7.78541e-06,0.0,7.8597e-06,488.9,88.12
s001698,0,0,substrate_interface,0.0,4.76,8.77357e-06,0.0,,,
s001699,0,0,substrate_interface,4.32e-06,3.91,1.18617e-05,0.0,,,
s001700,0,0,substrate_interface,0.0,2.22,1.48842e-05,0.0,,,
s001701,1,1,deposited_layer,4.32e-06,2.13,1.4306e-05,0.0,1.76581e-06,561.3,107.46
s001702,2,1,deposited_layer,0.0,2.51,3.39809e-06,0.0,1.10936e-05,775.1,76.81
s001702,2,2,deposited_layer,0.0,2.51,3.39809e-06,0.0,4.64871e-06,362.42,37.31
s001703,1,1,deposited_layer,0.0,9.82,9.36553e-06,0.0,1.45018e-05,1126.93,215.42
s001704,2,1,deposited_layer,0.0,2.54,9.01914e-06,0.0,1.47011e-05,222.91,31.68
s001704,2,2,deposited_layer,0.0,2.54,9.01914e-06,0.0,1.21322e-05,980.36,34.81
s001705,2,1,deposited_layer,0.0,6.59,1.4001e-05,0.0,7.9068e-06,196.58,28.56
s001705,2,2,deposited_layer,0.0,6.59,1.4001e-05,0.0,1.27172e-05,388.66,12.84
s001706,0,0,substrate_interface,2.07e-06,3.68,9.11228e-07,0.0,,,
s001707,0,0,substrate_interface,2.07e-06,7.31,1.093e-05,0.0,,,
s001708,0,0,substrate_interface,3.5e-06,1.2,9.62429e-06,0.0,,,
s001709,2,1,deposited_layer,4.32e-06,7.7,1.26257e-05,0.0,7.98131e-06,666.51,91.23
s001709,2,2,deposited_layer,4.32e-06,7.7,1.26257e-05,0.0,5.18338e-06,310.45,63.91
s001710,1,1,deposited_layer,4.32e-06,2.0,1.35855e-05,0.0,9.38028e-06,1410.39,80.68
s001711,2,1,deposited_layer,2.07e-06,8.38,1.49078e-05,0.0,4.97891e-06,39.97,6.65
s001711,2,2,deposited_layer,2.07e-06,8.38,1.49078e-05,0.0,6.61564e-06,881.22,84.41
s001712,2,1,deposited_layer,4.32e-06,2.55,4.72636e-06,0.0,8.46241e-06,869.35,20.66
s001712,2,2,deposited_layer,4.32e-06,2.55,4.72636e-06,0.0,7.01867e-06,196.28,30.71
s001713,0,0,substrate_interface,4.32e-06,7.21,8.40182e-06,0.0,,,
s001714,2,1,deposited_layer,0.0,6.93,3.94454e-06,0.0,1.23961e-05,41.93,7.52
s001714,2,2,deposited_layer,0.0,6.93,3.94454e-06,0.0,2.84987e-06,34.17,6.39
s001715,2,1,deposited_layer,3.5e-06,6.68,9.84357e-07,0.0,3.32837e-06,226.04,9.22
s001715,2,2,deposited_layer,3.5e-06,6.68,9.84357e-07,0.0,1.70114e-06,678.26,150.7
s001716,0,0,substrate_interface,4.32e-06,3.56,1.17449e-05,0.0,,,
s001717,2,1,deposited_layer,4.32e-06,6.34,7.31276e-06,0.0,4.09014e-06,518.14,105.27
s001717,2,2,deposited_layer,4.32e-06,6.34,7.31276e-06,0.0,3.0153e-06,236.43,37.6
s001718,2,1,deposited_layer,3.5e-06,4.89,4.07369e-07,0.0,2.27738e-06,294.17,30.37
s001718,2,2,deposited_layer,3.5e-06,4.89,4.07369e-07,0.0,9.56947e-06,665.76,14.48
s001719,2,1,deposited_layer,4.32e-06,1.04,-4.76017e-07,0.0,1.08078e-05,802.6,88.71
s001719,2,2,deposited_layer,4.32e-06,1.04,-4.76017e-07,0.0,1.41894e-05,370.18,77.77
s001720,0,0,substrate_interface,2.07e-06,7.49,1.19745e-05,0.0,,,
s001721,0,0,substrate_interface,3.5e-06,6.41,3.13864e-06,0.0,,,
s001722,0,0,substrate_interface,2.07e-06,1.73,9.48631e-06,0.0,,,
s001723,1,1,deposited_layer,2.07e-06,4.99,5.17432e-06,0.0,1.42509e-05,108.61,9.72
s001724,0,0,substrate_interface,4.32e-06,4.42,1.24696e-05,0.0,,,
s001725,1,1,deposited_layer,0.0,9.11,1.76086e-06,0.0,4.50893e-06,61.07,1.93
s001726,0,0,substrate_interface,3.5e-06,2.03,1.05875e-05,0.0,,,
s001727,0,0,substrate_interface,0.0,2.42,-4.40583e-07,0.0,,,
s001728,2,1,deposited_layer,3.5e-06,5.72,-3.65638e-07,0.0,3.80369e-06,981.19,42.5
s001728,2,2,deposited_layer,3.5e-06,5.72,-3.65638e-07,0.0,1.227e-05,134.8,8.62
s001729,2,1,deposited_layer,4.32e-06,1.6,1.17074e-05,0.0,9.37422e-06,57.86,10.85
s001729,2,2,deposited_layer,4.32e-06,1.6,1.17074e-05,0.0,7.71268e-06,159.31,20.23
s001730,2,1,deposited_layer,3.5e-06,1.42,1.21922e-05,0.0,4.94391e-06,649.75,72.39
s001730,2,2,deposited_layer,3.5e-06,1.42,1.21922e-05,0.0,1.1312e-05,532.89,126.7
s001731,2,1,deposited_layer,2.07e-06,6.56,2.1848e-06,0.0,1.0658e-05,606.38,116.55
s001731,2,2,deposited_layer,2.07e-06,6.56,2.1848e-06,0.0,7.33419e-06,279.76,19.65
s001732,1,1,deposited_layer,4.32e-06,2.53,7.04817e-06,0.0,7.18589e-07,98.89,3.0
s001733,0,0,substrate_interface,3.5e-06,7.27,6.22541e-06,0.0,,,
s001734,2,1,deposited_layer,4.32e-06,6.54,1.19474e-05,0.0,1.46705e-05,610.49,148.56
s001734,2,2,deposited_layer,4.32e-06,6.54,1.19474e-05,0.0,9.32734e-06,734.04,74.09
s001735,2,1,deposited_layer,3.5e-06,5.91,1.12807e-05,0.0,1.16081e-05,679.37,47.53
s001735,2,2,deposited_layer,3.5e-06,5.91,1.12807e-05,0.0,1.03981e-05,148.54,22.4
s001736,0,0,substrate_interface,3.5e-06,5.78,7.08543e-07,0.0,,,
s001737,1,1,deposited_layer,0.0,4.57,1.7338e-06,0.0,-4.13733e-07,1174.04,135.66
s001738,0,0,substrate_interface,0.0,7.37,7.67754e-06,0.0,,,
s001739,1,1,deposited_layer,3.5e-06,4.45,4.6673e-06,0.0,7.14818e-06,1463.82,54.55
s001740,1,1,deposited_layer,4.32e-06,4.03,2.81595e-06,0.0,8.23414e-06,1359.41,170.49
s001741,1,1,deposited_layer,2.07e-06,8.04,1.3835e-05,0.0,8.7069e-06,1106.88,225.91
s001742,1,1,deposited_layer,4.32e-06,4.08,1.19984e-05,0.0,1.49989e-05,669.9,92.72
s001743,2,1,deposited_layer,4.32e-06,3.98,3.05266e-06,0.0,6.52623e-06,981.26,67.07
s001743,2,2,deposited_layer,4.32e-06,3.98,3.05266e-06,0.0,2.85524e-06,325.86,21.22
s001744,0,0,substrate_interface,2.07e-06,5.13,6.37523e-06,0.0,,,
s001745,1,1,deposited_layer,2.07e-06,9.0,-2.39518e-07,0.0,1.28481e-06,1349.86,236.72
s001746,1,1,deposited_layer,2.07e-06,3.07,7.14177e-06,0.0,1.43834e-05,533.13,83.98
s001747,1,1,deposited_layer,2.07e-06,3.86,1.65337e-06,0.0,1.33882e-05,121.33,8.63
s001748,0,0,substrate_interface,2.07e-06,7.87,9.60353e-06,0.0,,,
s001749,0,0,substrate_interface,2.07e-06,9.84,-2.55673e-07,0.0,,,
s001750,1,1,deposited_layer,3.5e-06,5.6,9.39512e-07,0.0,9.82103e-06,391.34,33.65
s001751,2,1,deposited_layer,2.07e-06,4.66,1.30568e-05,0.0,9.80105e-06,231.2,16.83
s001751,2,2,deposited_layer,2.07e-06,4.66,1.30568e-05,0.0,7.67938e-06,196.48,16.75
s001752,1,1,deposited_layer,2.07e-06,3.7,6.04522e-06,0.0,3.43884e-06,522.04,107.76
s001753,1,1,deposited_layer,0.0,7.22,1.3423e-05,0.0,3.74588e-06,176.29,29.97
s001754,1,1,deposited_layer,3.5e-06,5.74,1.04467e-05,0.0,4.66373e-07,1158.54,170.32
s001755,2,1,deposited_layer,0.0,3.84,8.37079e-06,0.0,3.89853e-06,655.57,83.02
s001755,2,2,deposited_layer,0.0,3.84,8.37079e-06,0.0,1.41737e-05,328.24,49.01
s001756,1,1,deposited_layer,3.5e-06,8.93,1.64555e-06,0.0,1.08879e-05,429.75,54.3
s001757,0,0,substrate_interface,4.32e-06,4.99,1.38985e-06,0.0,,,
s001758,0,0,substrate_interface,2.07e-06,6.88,1.40947e-06,0.0,,,
s001759,1,1,deposited_layer,2.07e-06,7.04,1.47053e-05,0.0,1.02412e-05,323.73,69.03
s001760,2,1,deposited_layer,2.07e-06,3.54,1.17163e-05,0.0,8.96765e-06,774.09,108.06
s001760,2,2,deposited_layer,2.07e-06,3.54,1.17163e-05,0.0,3.9319e-07,250.98,14.44
s001761,2,1,deposited_layer,2.07e-06,5.79,9.0401e-07,0.0,1.22901e-05,17.9,3.37
s001761,2,2,deposited_layer,2.07e-06,5.79,9.0401e-07,0.0,2.29529e-06,118.61,9.27
s001762,2,1,deposited_layer,4.32e-06,6.06,2.39853e-06,0.0,1.91216e-06,924.2,45.34
s001762,2,2,deposited_layer,4.32e-06,6.06,2.39853e-06,0.0,1.09144e-05,463.03,76.56
s001763,0,0,substrate_interface,2.07e-06,9.7,1.3418e-05,0.0,,,
s001764,1,1,deposited_layer,4.32e-06,5.62,4.43544e-06,0.0,1.44114e-05,312.49,26.48
s001765,0,0,substrate_interface,2.07e-06,5.9,9.00213e-06,0.0,,,
s001766,1,1,deposited_layer,0.0,1.22,5.03647e-06,0.0,9.91511e-08,565.03,42.79
s001767,2,1,deposited_layer,0.0,7.44,-4.09589e-07,0.0,1.26866e-05,528.57,74.58
s001767,2,2,deposited_layer,0.0,7.44,-4.09589e-07,0.0,6.50452e-06,182.31,11.35
s001768,1,1,deposited_layer,3.5e-06,6.18,1.20653e-05,0.0,1.30347e-05,857.9,53.28
s001769,0,0,substrate_interface,3.5e-06,2.85,8.20576e-07,0.0,,,
s001770,1,1,deposited_layer,4.32e-06,3.37,5.76205e-06,0.0,1.48137e-05,215.85,33.89
s001771,1,1,deposited_layer,2.07e-06,4.49,4.85514e-06,0.0,3.20176e-06,1200.67,214.08
s001772,1,1,deposited_layer,0.0,9.72,6.94909e-06,0.0,2.82192e-07,983.84,30.26
s001773,0,0,substrate_interface,0.0,3.33,2.85079e-06,0.0,,,
s001774,0,0,substrate_interface,2.07e-06,2.28,5.51366e-06,0.0,,,
s001775,0,0,substrate_interface,2.07e-06,6.22,8.40969e-07,0.0,,,
s001776,0,0,substrate_interface,2.07e-06,7.87,3.68499e-06,0.0,,,
s001777,1,1,deposited_layer,4.32e-06,5.8,6.42282e-06,0.0,1.18135e-05,1012.45,14.7
s001778,0,0,substrate_interface,2.07e-06,2.87,5.84892e-06,0.0,,,
s001779,0,0,substrate_interface,0.0,9.14,1.4651e-05,0.0,,,
s001780,1,1,deposited_layer,0.0,1.46,1.47237e-05,0.0,4.87303e-06,842.98,156.43
s001781,0,0,substrate_interface,2.07e-06,9.6,8.5202e-06,0.0,,,
s001782,0,0,substrate_interface,2.07e-06,8.92,2.07338e-06,0.0,,,
s001783,0,0,substrate_interface,2.07e-06,8.69,-2.32157e-07,0.0,,,
s001784,2,1,deposited_layer,2.07e-06,9.99,7.84143e-06,0.0,1.3262e-05,119.58,7.9
s001784,2,2,deposited_layer,2.07e-06,9.99,7.84143e-06,0.0,1.51284e-06,1111.54,240.44
s001785,0,0,substrate_interface,0.0,9.06,1.72659e-08,0.0,,,
s001786,0,0,substrate_interface,0.0,1.25,9.27426e-06,0.0,,,
s001787,2,1,deposited_layer,3.5e-06,1.51,1.19055e-05,0.0,6.13888e-08,103.98,17.72
s001787,2,2,deposited_layer,3.5e-06,1.51,1.19055e-05,0.0,1.34937e-05,273.14,63.91
s001788,2,1,deposited_layer,4.32e-06,7.93,4.38453e-06,0.0,1.34394e-05,695.6,22.71
s001788,2,2,deposited_layer,4.32e-06,7.93,4.38453e-06,0.0,8.24828e-06,112.18,23.24
s001789,1,1,deposited_layer,2.07e-06,7.44,1.46975e-05,0.0,3.95093e-06,1329.16,214.31
s001790,0,0,substrate_interface,2.07e-06,2.17,7.03839e-06,0.0,,,
s001791,2,1,deposited_layer,3.5e-06,7.76,1.13809e-05,0.0,2.09781e-06,563.78,50.22
s001791,2,2,deposited_layer,3.5e-06,7.76,1.13809e-05,0.0,1.01894e-05,885.0,132.57
s001792,0,0,substrate_interface,3.5e-06,4.87,1.24696e-05,0.0,,,
s001793,0,0,substrate_interface,4.32e-06,4.51,1.32668e-05,0.0,,,
s001794,1,1,deposited_layer,2.07e-06,5.35,2.85907e-06,0.0,1.38581e-05,339.33,49.19
